compound,CAS,Clint,unit.Clint,method.Clint,reference.Clint,original.reference.Clint,unit.conc.enzymes.Clint,conc.enzymes.Clint,Culture.condition,Culture.material,Culture.medium,Hepatocytes,HEPES.added,Incubation.volume..mL.,L.glutamine.Glutamax.added,Medium.movement,Other.constituents.added.,Sampling,Serum.albumin.added,Source,Species,Use.CO2.incubator,scaling.factor,ionization,pKa1,pKa2,logP,logD,method.phys.chem,quat.nitrogen,frac.unionized,frac.ionized.acid,frac.ionized.base,type,Kpad,Kpbo,Kpbr,Kpgu,Kphe,Kpki,Kpli,Kplu,Kpmu,Kpsk,Kpsp,method.partition,Fuinc,method.Fuinc,method.KaFa,Ka,Fa,Papp,method.Fup,Fup
Diltiazem,42399-41-7,6.9,ul/min/10^6 cells,hep,Louisse 2020,Yamagata.et.al...2017,10^6 cell/ml,1,suspension,96-well plate,KHB,primary,no,0.1,no,shaking,no,medium + cells,yes,cryopreserved,human,yes,117.5,zwitterionic,12.86,8.18,2.73,1.89,ChemAxon,no,0.142336611,3.47E-06,0.857663319,6,15.71183235,3.997501426,43.27544145,9.037734296,9.277505835,9.476320547,6.879670372,3.458686209,4.851881094,29.81333905,4.89871058,RodgersRowland,0.817,in silico,10.19277/BBR.12.1.110,3.852119038,0.999307031,59.4,in vitro,0.572
Diltiazem,42399-41-7,6.9,ul/min/10^6 cells,hep,Louisse 2020,Yamagata.et.al...2017,10^6 cell/ml,1,suspension,96-well plate,KHB,primary,no,0.1,no,shaking,no,medium + cells,yes,cryopreserved,human,yes,117.5,zwitterionic,12.86,8.18,2.73,1.89,ChemAxon,no,0.142336611,3.47E-06,0.857663319,6,15.71183235,3.997501426,43.27544145,9.037734296,9.277505835,9.476320547,6.879670372,3.458686209,4.851881094,29.81333905,4.89871058,RodgersRowland,0.817,in silico,10.1177/1087057107308892,2.121700738,0.992357411,17.7,in vitro,0.198
Diltiazem,42399-41-7,6.9,ul/min/10^6 cells,hep,Louisse 2020,Yamagata.et.al...2017,10^6 cell/ml,1,suspension,96-well plate,KHB,primary,no,0.1,no,shaking,no,medium + cells,yes,cryopreserved,human,yes,117.5,zwitterionic,12.86,8.18,2.73,1.89,ChemAxon,no,0.142336611,3.47E-06,0.857663319,6,15.71183235,3.997501426,43.27544145,9.037734296,9.277505835,9.476320547,6.879670372,3.458686209,4.851881094,29.81333905,4.89871058,RodgersRowland,0.817,in silico,10.1177/1087057107308892,2.121700738,0.992357411,17.7,in vitro,0.417
Diltiazem,42399-41-7,6.9,ul/min/10^6 cells,hep,Louisse 2020,Yamagata.et.al...2017,10^6 cell/ml,1,suspension,96-well plate,KHB,primary,no,0.1,no,shaking,no,medium + cells,yes,cryopreserved,human,yes,117.5,zwitterionic,12.86,8.18,2.73,1.89,ChemAxon,no,0.142336611,3.47E-06,0.857663319,6,15.71183235,3.997501426,43.27544145,9.037734296,9.277505835,9.476320547,6.879670372,3.458686209,4.851881094,29.81333905,4.89871058,RodgersRowland,0.817,in silico,10.1177/1087057107308892,2.121700738,0.992357411,17.7,in vitro,0.298
Diltiazem,42399-41-7,6.9,ul/min/10^6 cells,hep,Louisse 2020,Yamagata.et.al...2017,10^6 cell/ml,1,suspension,96-well plate,KHB,primary,no,0.1,no,shaking,no,medium + cells,yes,cryopreserved,human,yes,117.5,zwitterionic,12.86,8.18,2.73,1.89,ChemAxon,no,0.142336611,3.47E-06,0.857663319,6,15.71183235,3.997501426,43.27544145,9.037734296,9.277505835,9.476320547,6.879670372,3.458686209,4.851881094,29.81333905,4.89871058,RodgersRowland,0.817,in silico,10.1177/1087057107308892,2.121700738,0.992357411,17.7,in vitro,0.3644
Diltiazem,42399-41-7,6.9,ul/min/10^6 cells,hep,Louisse 2020,Yamagata.et.al...2017,10^6 cell/ml,1,suspension,96-well plate,KHB,primary,no,0.1,no,shaking,no,medium + cells,yes,cryopreserved,human,yes,117.5,zwitterionic,12.86,8.18,2.73,1.89,ChemAxon,no,0.142336611,3.47E-06,0.857663319,6,15.71183235,3.997501426,43.27544145,9.037734296,9.277505835,9.476320547,6.879670372,3.458686209,4.851881094,29.81333905,4.89871058,RodgersRowland,0.817,in silico,10.1177/1087057107308892,2.121700738,0.992357411,17.7,in vitro,0.572
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.05
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.041
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.019
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.023247227
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.049126861
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.05
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.031
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.01
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.05
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.041
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.019
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.023247227
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.049126861
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.05
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.031
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.01
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.05
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.041
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.019
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.023247227
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.049126861
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.05
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.031
Midazolam,59467-70-8,0.316,ul/min/10^6 cells,hep,Louisse 2020,Baudoin.et.al...2013,10^6 cell/ml,0.067,plated,liver chip,WME,primary,no,3,yes,flow,yes,medium,yes,cryopreserved,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.929,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.01
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.05
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.041
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.019
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.023247227
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.049126861
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.05
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.031
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,WFSR,3.874414321,0.999324907,60.1,in vitro,0.01
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.05
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.041
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.019
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.023247227
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.049126861
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.05
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.031
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1177/1087057107308892,2.549561856,0.996106625,25.7,in vitro,0.01
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.05
Midazolam,59467-70-8,18.9,ul/min/10^6 cells,hep,Louisse 2020,Blanchard.et.al...2005_1,10^6 cell/ml,1.5,plated,24-well plate,WME,primary,no,0.5,yes,no,yes,medium,no,fresh,human,no,117.5,diproticBase,3.41,6.19,3.97,3.95,ChemAxon,no,0.999891373,0,0.000108627,5,43.33611026,31.09624901,25.74191575,21.89646716,38.15456336,17.125444,16.909344,1.963901232,6.607826697,21.30916853,7.160120772,RodgersRowland,0.368,in silico,10.1124/dmd.110.032649 ,2.857767997,0.997513725,32.4,in vitro,0.041
