"","compound","CAS","Clint","unit.Clint","method.Clint","reference.Clint","original.reference.Clint","unit.conc.enzymes.Clint","X","conc.enzymes.Clint","Culture.condition","Culture.material","Culture.medium","Hepatocytes","HEPES.added","Incubation.volume..mL.","L.glutamine.Glutamax.added","Medium.movement","Other.constituents.added.","Sampling","Serum.albumin.added","Source","Species","Use.CO2.incubator","scaling.factor","method.phys.chem.Fup","Fup","Fut","method.Fup","reference.Fup","original.reference.Fup","ionization","pKa1","pKa2","logP","logD","method.phys.chem","quat.nitrogen","frac.unionized","frac.ionized.acid","frac.ionized.base","type","Kpad","Kpbo","Kpbr","Kpgu","Kphe","Kpki","Kpli","Kplu","Kpmu","Kpsk","Kpsp","method.partition","Fuinc","method.Fuinc"
"85","Desipramine","50-47-5",6.2,"ul/min/10^6 cells","hep","Louisse 2020","Yamagata.et.al...2017","10^6 cell/ml",312,1,"suspension","96-well plate","KHB","primary","no",0.1,"no","shaking","no","medium + cells","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.050860435788808,0.0967976984510424,"in silico","LobellSivarajah","LobellSivarajah","diproticBase",0.04,10.02,3.9,1.37,"ChemAxon","no",0.999981759672546,0,1.8240327453789e-05,5,0.223579552466799,0.357985933043365,0.260525187808425,0.49968873772963,0.534486775960245,0.422901035228159,0.324002289809775,0.580425912689036,0.253130737893303,0.761725119517978,0.330565345801947,"RodgersRowland",0.927,"in silico"
"86","Dextromethorphan","125-71-3",0.458,"ul/min/10^6 cells","hep","Louisse 2020","Baudoin.et.al...2013","10^6 cell/ml",7,0.067,"plated","liver chip","WME","primary","no",3,"yes","flow","yes","medium","yes","cryopreserved","human","no",117.5,"ChemAxon",0.231913654315157,0.376509593026764,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",9.85,NA,3.49,1.08,"ChemAxon","no",0.00353558914864807,0,0.996464410851352,3,17.6549626280701,2.48851795910572,53.0116058695255,9.55453798456296,8.5873194967119,10.4880212940506,7.1663208339551,3.98111973341882,5.36276905849274,36.2409242622832,5.38307711626249,"RodgersRowland",0.961,"in silico"
"87","Dextromethorphan","125-71-3",67.4,"ul/min/10^6 cells","hep","Louisse 2020","Brown.et.al...2007.2","10^6 cell/ml",53,1,"suspension","24-well plate","KHB","primary","no",0.25,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.231913654315157,0.376509593026764,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",9.85,NA,3.49,1.08,"ChemAxon","no",0.00353558914864807,0,0.996464410851352,3,17.6549626280701,2.48851795910572,53.0116058695255,9.55453798456296,8.5873194967119,10.4880212940506,7.1663208339551,3.98111973341882,5.36276905849274,36.2409242622832,5.38307711626249,"RodgersRowland",0.624,"in silico"
"88","Dextromethorphan","125-71-3",24,"ul/min/10^6 cells","hep","Louisse 2020","Heinle.et.al...2015","10^6 cell/ml",128,0.5,"suspension","384-well plate","WME","primary","yes",0.025,"yes","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.231913654315157,0.376509593026764,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",9.85,NA,3.49,1.08,"ChemAxon","no",0.00353558914864807,0,0.996464410851352,3,17.6549626280701,2.48851795910572,53.0116058695255,9.55453798456296,8.5873194967119,10.4880212940506,7.1663208339551,3.98111973341882,5.36276905849274,36.2409242622832,5.38307711626249,"RodgersRowland",0.768,"in silico"
"89","Dextromethorphan","125-71-3",18,"ul/min/10^6 cells","hep","Louisse 2020","Jacobson.et.al...2007","10^6 cell/ml",156,1,"plated","96-well plate","L-15 medium","primary","yes",0.06,"no","no","yes","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.231913654315157,0.376509593026764,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",9.85,NA,3.49,1.08,"ChemAxon","no",0.00353558914864807,0,0.996464410851352,3,17.6549626280701,2.48851795910572,53.0116058695255,9.55453798456296,8.5873194967119,10.4880212940506,7.1663208339551,3.98111973341882,5.36276905849274,36.2409242622832,5.38307711626249,"RodgersRowland",0.624,"in silico"
"90","Dextromethorphan","125-71-3",7.6,"ul/min/10^6 cells","hep","Louisse 2020","McGinnity.et.al...2004","10^6 cell/ml",203,1,"suspension","vial","DMEM","primary","yes",0.5,"no","shaking","yes","medium + cells","no","fresh","human","no",117.5,"ChemAxon",0.231913654315157,0.376509593026764,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",9.85,NA,3.49,1.08,"ChemAxon","no",0.00353558914864807,0,0.996464410851352,3,17.6549626280701,2.48851795910572,53.0116058695255,9.55453798456296,8.5873194967119,10.4880212940506,7.1663208339551,3.98111973341882,5.36276905849274,36.2409242622832,5.38307711626249,"RodgersRowland",0.624,"in silico"
"91","Dextromethorphan","125-71-3",21,"ul/min/10^6 cells","hep","Louisse 2020","Smith.et.al...2012_1","10^6 cell/ml",235,0.5,"suspension","12-well plate","WME","primary","yes",1.2,"yes","shaking","yes","medium + cells","no","fresh","human","no",117.5,"ChemAxon",0.231913654315157,0.376509593026764,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",9.85,NA,3.49,1.08,"ChemAxon","no",0.00353558914864807,0,0.996464410851352,3,17.6549626280701,2.48851795910572,53.0116058695255,9.55453798456296,8.5873194967119,10.4880212940506,7.1663208339551,3.98111973341882,5.36276905849274,36.2409242622832,5.38307711626249,"RodgersRowland",0.768,"in silico"
"92","Dextromethorphan","125-71-3",13.8,"ul/min/10^6 cells","hep","Louisse 2020","Smith.et.al...2012_2","10^6 cell/ml",238,0.5,"suspension","12-well plate","WME","primary","yes",1.2,"yes","shaking","yes","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.231913654315157,0.376509593026764,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",9.85,NA,3.49,1.08,"ChemAxon","no",0.00353558914864807,0,0.996464410851352,3,17.6549626280701,2.48851795910572,53.0116058695255,9.55453798456296,8.5873194967119,10.4880212940506,7.1663208339551,3.98111973341882,5.36276905849274,36.2409242622832,5.38307711626249,"RodgersRowland",0.768,"in silico"
"93","Dextromethorphan","125-71-3",0.55,"ul/min/10^6 cells","hep","Louisse 2020","Vivares.et.al...2015_1","10^6 cell/ml",304,0.84,"plated","24-well plate","Ham's F-12/WME","primary","yes",0.5,"yes","no","yes","medium","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.231913654315157,0.376509593026764,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",9.85,NA,3.49,1.08,"ChemAxon","no",0.00353558914864807,0,0.996464410851352,3,17.6549626280701,2.48851795910572,53.0116058695255,9.55453798456296,8.5873194967119,10.4880212940506,7.1663208339551,3.98111973341882,5.36276905849274,36.2409242622832,5.38307711626249,"RodgersRowland",0.664,"in silico"
"94","Dextromethorphan","125-71-3",1.32,"ul/min/10^6 cells","hep","Louisse 2020","Vivares.et.al...2015_2","10^6 cell/ml",307,0.43,"plated","liver chip","Ham's F-12/WME","primary","yes",1.4,"yes","flow","yes","medium","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.231913654315157,0.376509593026764,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",9.85,NA,3.49,1.08,"ChemAxon","no",0.00353558914864807,0,0.996464410851352,3,17.6549626280701,2.48851795910572,53.0116058695255,9.55453798456296,8.5873194967119,10.4880212940506,7.1663208339551,3.98111973341882,5.36276905849274,36.2409242622832,5.38307711626249,"RodgersRowland",0.794,"in silico"
"95","Diazepam","439-14-5",0.4,"ul/min/10^6 cells","hep","Louisse 2020","Bonn.et.al...2016_2","10^6 cell/ml",29,0.36,"plated","96-well plate","non-defined commercial medium","HepaRG","no",0.2,"no","no","no","medium","no","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.885,"in silico"
"96","Diazepam","439-14-5",0.79,"ul/min/10^6 cells","hep","Louisse 2020","Bonn.et.al...2016_3","10^6 cell/ml",35,1,"plated","96-well plate","L-15 medium","primary","no",0.25,"no","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.734,"in silico"
"97","Diazepam","439-14-5",1.35,"ul/min/10^6 cells","hep","Louisse 2020","Bonn.et.al...2016_4","10^6 cell/ml",42,0.313,"plated","24-well plate","non-defined commercial medium","primary co-culture","no",0.6,"no","no","no","medium","no","cryopreserved","human","no",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.898,"in silico"
"98","Diazepam","439-14-5",1.2,"ul/min/10^6 cells","hep","Louisse 2020","Chao.et.al..2009_1","10^6 cell/ml",61,0.1,"plated","96-well plate","non-defined commercial medium","primary","no",0.1,"no","shaking","no","medium","no","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.965,"in silico"
"99","Diazepam","439-14-5",0.1,"ul/min/10^6 cells","hep","Louisse 2020","Chao.et.al..2009_2","10^6 cell/ml",79,0.1,"plated","96-well plate","non-defined commercial medium","primary","no",0.1,"no","shaking","no","medium","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.965,"in silico"
"100","Diazepam","439-14-5",5.1,"ul/min/10^6 cells","hep","Louisse 2020","Floby.et.al...2009","10^6 cell/ml",123,1,"suspension","96-well plate","KHB","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.734,"in silico"
"101","Diazepam","439-14-5",4.9,"ul/min/10^6 cells","hep","Louisse 2020","Heinle.et.al...2015","10^6 cell/ml",129,0.5,"suspension","384-well plate","WME","primary","yes",0.025,"yes","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.847,"in silico"
"102","Diazepam","439-14-5",1.2,"ul/min/10^6 cells","hep","Louisse 2020","Hultman.et.al...2016","10^6 cell/ml",143,0.3,"plated","96-well plate","non-defined commercial medium","primary co-culture","no",0.1,"no","no","no","medium","no","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.902,"in silico"
"103","Diazepam","439-14-5",1.4,"ul/min/10^6 cells","hep","Louisse 2020","Lau.et.al...2002","10^6 cell/ml",177,1,"suspension","24-well plate","Waymouth's medium","primary","no",1,"yes","no","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.734,"in silico"
"104","Diazepam","439-14-5",0.69,"ul/min/10^6 cells","hep","Louisse 2020","Lave.et.al...1997","10^6 cell/ml",193,1.5,"plated","culture dish","WME","primary","no",1,"no","no","no","medium + cells","yes","fresh","human","no",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.648,"in silico"
"105","Diazepam","439-14-5",0.3,"ul/min/10^6 cells","hep","Louisse 2020","McGinnity.et.al...2004","10^6 cell/ml",204,1,"suspension","vial","DMEM","primary","yes",0.5,"no","shaking","yes","medium + cells","no","fresh","human","no",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.734,"in silico"
"106","Diazepam","439-14-5",0.05,"ul/min/10^6 cells","hep","Louisse 2020","Shibata.et.al...2002","10^6 cell/ml",224,1,"suspension","96-well plate","serum","primary","no",0.05,"no","shaking","no","medium + cells","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.734,"in silico"
"107","Diazepam","439-14-5",1.5,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2010","10^6 cell/ml",248,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.734,"in silico"
"108","Diazepam","439-14-5",1.2,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2012","10^6 cell/ml",275,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.734,"in silico"
"109","Diazepam","439-14-5",0.8,"ul/min/10^6 cells","hep","Louisse 2020","Yamagata.et.al...2017","10^6 cell/ml",313,1,"suspension","96-well plate","KHB","primary","no",0.1,"no","shaking","no","medium + cells","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.111090642379721,0.19996684004428,"in silico","LobellSivarajah","LobellSivarajah","monoproticBase",2.92,NA,3.08,3.08,"ChemAxon","no",0.999966887984294,0,3.31120157063269e-05,3,10.9753152993387,9.99691903098726,8.31688589903661,7.08606685848447,12.2898300619879,5.55840217491638,5.48477641850368,0.712357532993455,2.18865731169841,6.89804039603841,2.37059415345006,"RodgersRowland",0.734,"in silico"
"110","Diclofenac","15307-86-5",122.4,"ul/min/10^6 cells","hep","Louisse 2020","Akabane.et.al...2012_1","10^6 cell/ml",1,0.1,"suspension","24-well plate","WME","primary","yes",0.5,"yes","no","no","medium + cells","no","fresh","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.993,"in silico"
"111","Diclofenac","15307-86-5",108.2,"ul/min/10^6 cells","hep","Louisse 2020","Akabane.et.al...2012_2","10^6 cell/ml",4,0.1,"suspension","24-well plate","WME","primary","yes",0.5,"yes","no","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.993,"in silico"
"112","Diclofenac","15307-86-5",38,"ul/min/10^6 cells","hep","Louisse 2020","Brown.et.al...2007","10^6 cell/ml",49,0.25,"suspension","24-well plate","KHB","primary","no",0.25,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.983,"in silico"
"113","Diclofenac","15307-86-5",13.4,"ul/min/10^6 cells","hep","Louisse 2020","Chao.et.al..2009_1","10^6 cell/ml",62,0.1,"plated","96-well plate","non-defined commercial medium","primary","no",0.1,"no","shaking","no","medium","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.993,"in silico"
"114","Diclofenac","15307-86-5",3.7,"ul/min/10^6 cells","hep","Louisse 2020","Chao.et.al..2009_2","10^6 cell/ml",80,0.1,"plated","96-well plate","non-defined commercial medium","primary","no",0.1,"no","shaking","no","medium","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.993,"in silico"
"115","Diclofenac","15307-86-5",2.7,"ul/min/10^6 cells","hep","Louisse 2020","Chao.et.al..2009_3","10^6 cell/ml",95,0.1,"plated","96-well plate","non-defined commercial medium","primary","no",0.1,"no","shaking","no","medium","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.993,"in silico"
"116","Diclofenac","15307-86-5",3.8,"ul/min/10^6 cells","hep","Louisse 2020","Chao.et.al..2009_4","10^6 cell/ml",112,0.1,"plated","96-well plate","non-defined commercial medium","primary","no",0.1,"no","shaking","no","medium","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.993,"in silico"
"117","Diclofenac","15307-86-5",18.4,"ul/min/10^6 cells","hep","Louisse 2020","Floby.et.al...2009","10^6 cell/ml",124,1,"suspension","96-well plate","KHB","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.937,"in silico"
"118","Diclofenac","15307-86-5",45,"ul/min/10^6 cells","hep","Louisse 2020","Heinle.et.al...2015","10^6 cell/ml",130,0.5,"suspension","384-well plate","WME","primary","yes",0.025,"yes","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.967,"in silico"
"119","Diclofenac","15307-86-5",0.77,"ul/min/10^6 cells","hep","Louisse 2020","Shibata.et.al...2002","10^6 cell/ml",225,1,"suspension","96-well plate","serum","primary","no",0.05,"no","shaking","no","medium + cells","yes","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.937,"in silico"
"120","Diclofenac","15307-86-5",19,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2010","10^6 cell/ml",249,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.937,"in silico"
"121","Diclofenac","15307-86-5",32.7,"ul/min/10^6 cells","hep","Louisse 2020","Sohlenius.Sternbeck.et.al...2012","10^6 cell/ml",276,1,"suspension","96-well plate","WME","primary","no",0.1,"no","shaking","no","medium + cells","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.937,"in silico"
"122","Diclofenac","15307-86-5",18.2,"ul/min/10^6 cells","hep","Louisse 2020","Tsamandouras.et.al...2016","10^6 cell/ml",297,0.375,"plated","liver chip","WME","primary","no",1.6,"no","flow","yes","medium","no","cryopreserved","human","yes",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.975,"in silico"
"123","Diclofenac","15307-86-5",16.9,"ul/min/10^6 cells","hep","Louisse 2020","Zanelli.et.al...2012_1","10^6 cell/ml",330,0.25,"suspension","96-well plate","WME","HepaRG","no",0.125,"no","shaking","no","medium + cells","no","cryopreserved","human","no",117.5,"ChemAxon",0.0105904954866119,0.0209590245186553,"in silico","LobellSivarajah","LobellSivarajah","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0293855047133627,0.0475903462167104,0.027947451071186,0.0711988813380988,0.074114662565957,0.0592392717278565,0.0410738921937701,0.0892414201377282,0.0303063304348943,0.11821553861672,0.0441244320855865,"RodgersRowland",0.983,"in silico"
