"","compound","CAS","method.Clint","conc.enzymes.Clint","Ka","Fa","method.KaFa","method.phys.chem.Fup","Fup","Fut","method.Fup","reference.Fup","original.reference.Fup","ionization","pKa1","pKa2","logP","logD","method.phys.chem","quat.nitrogen","frac.unionized","frac.ionized.acid","frac.ionized.base","type","Kpad","Kpbo","Kpbr","Kpgu","Kphe","Kpki","Kpli","Kplu","Kpmu","Kpsk","Kpsp","method.partition","scaling.factor","Clint","Fuinc","method.Fuinc"
"99","Diclofenac","15307-86-5","hep",0.25,1,1,"default",NA,0.0043,0.00856317833316738,"in vitro","literature","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4844798/      https://onlinelibrary.wiley.com/doi/full/10.1002/bdd.2160?sid=worldcat.org","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0235134526802775,0.0429600264975588,0.0226931959272017,0.0662552347879646,0.0672027414001456,0.0547809298022974,0.037004981306547,0.0863450252255146,0.0274329078516008,0.11347339429189,0.0408436651684761,"RodgersRowland",117.5,22.8,0.983,"in silico"
"100","Diclofenac","15307-86-5","hep",0.25,1,1,"default",NA,0.007,0.0139026812313803,"in vitro","literature","https://www-sciencedirect-com.ezproxy.library.wur.nl/science/article/pii/S0022354920305104","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0260338488117227,0.0449474475629291,0.0249484219136046,0.0683771416733237,0.07016946909074,0.0566945347360628,0.0387514350507527,0.0875882128694165,0.0286662353361216,0.115508812599445,0.0422518325688106,"RodgersRowland",117.5,22.8,0.983,"in silico"
"101","Diclofenac","15307-86-5","hep",0.25,1,1,"default",NA,0.012,0.0237154150197628,"in vitro","literature","https://www.sciencedirect.com/science/article/pii/S1056871910000626?casa_token=QvwtLwyxUeQAAAAA:HFas8YBwovBT9a3R8xpjAP3bEJ2srOE19nEC6KlKwNldgT9xMGHimkHjJ4zBsQyZEjQO3JXnkBE","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0307012490551397,0.0486278569432444,0.0291247663328693,0.0723065988684332,0.0756634092585074,0.0602382475763691,0.0419856086511336,0.0898904122099755,0.0309501751222712,0.119278105761583,0.0448595499768374,"RodgersRowland",117.5,22.8,0.983,"in silico"
"102","Diclofenac","15307-86-5","hep",0.375,1,1,"default",NA,0.005,0.00995024875621891,"in vitro","httk","Obach 1999","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0241668887143559,0.043475283810803,0.0232778841458987,0.0668053587952799,0.067971893023633,0.0552770495999402,0.0374577656106003,0.0866673331331929,0.0277526594216617,0.114001095334589,0.0412087456055998,"RodgersRowland",117.5,18.2,0.975,"in silico"
"103","Diclofenac","15307-86-5","hep",0.375,1,1,"default",NA,0.003,0.00598205383848455,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0222999286169891,0.0420031200586768,0.0216073463781929,0.0652335759172361,0.0657743169565261,0.0538595644638177,0.0361640961704479,0.0857464533969692,0.0268390835072019,0.112493378069734,0.0401656586423891,"RodgersRowland",117.5,18.2,0.975,"in silico"
"104","Diclofenac","15307-86-5","hep",0.375,1,1,"default",NA,0.007,0.0139026812313803,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0260338488117227,0.0449474475629291,0.0249484219136046,0.0683771416733237,0.07016946909074,0.0566945347360628,0.0387514350507527,0.0875882128694165,0.0286662353361216,0.115508812599445,0.0422518325688106,"RodgersRowland",117.5,18.2,0.975,"in silico"
"105","Diclofenac","15307-86-5","hep",0.375,1,1,"default",NA,0.0015,0.00299550673989016,"in vitro","this work","this work","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.020899708543964,0.0408989972445822,0.0203544430524135,0.0640547387587033,0.0641261349061958,0.0527964506117258,0.0351938440903337,0.0850557935948015,0.026153901571357,0.111362590121092,0.0393833434199811,"RodgersRowland",117.5,18.2,0.975,"in silico"
"106","Diclofenac","15307-86-5","hep",0.375,1,1,"default",NA,0.0154,0.0303328737443372,"in vitro","this work","this work","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0338750812206632,0.0511305353218588,0.0319646805379692,0.0749786297611076,0.0793992885725893,0.0626479723077773,0.0441848466993927,0.0914559077615557,0.032503254176853,0.121841225111837,0.0466327978142956,"RodgersRowland",117.5,18.2,0.975,"in silico"
"107","Diclofenac","15307-86-5","hep",0.375,1,1,"default",NA,0.0038,0.00757122932855151,"in vitro","literature","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4844798/      https://onlinelibrary.wiley.com/doi/full/10.1002/bdd.2160?sid=worldcat.org","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0230467126559358,0.0425919855595273,0.0222755614852752,0.0658622890684536,0.0666533473833689,0.0544265585182667,0.0366815639465089,0.0861148052914587,0.0272045138729858,0.113096464975676,0.0405828934276734,"RodgersRowland",117.5,18.2,0.975,"in silico"
"108","Diclofenac","15307-86-5","hep",0.375,1,1,"default",NA,0.0043,0.00856317833316738,"in vitro","literature","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4844798/      https://onlinelibrary.wiley.com/doi/full/10.1002/bdd.2160?sid=worldcat.org","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0235134526802775,0.0429600264975588,0.0226931959272017,0.0662552347879646,0.0672027414001456,0.0547809298022974,0.037004981306547,0.0863450252255146,0.0274329078516008,0.11347339429189,0.0408436651684761,"RodgersRowland",117.5,18.2,0.975,"in silico"
"109","Diclofenac","15307-86-5","hep",0.375,1,1,"default",NA,0.007,0.0139026812313803,"in vitro","literature","https://www-sciencedirect-com.ezproxy.library.wur.nl/science/article/pii/S0022354920305104","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0260338488117227,0.0449474475629291,0.0249484219136046,0.0683771416733237,0.07016946909074,0.0566945347360628,0.0387514350507527,0.0875882128694165,0.0286662353361216,0.115508812599445,0.0422518325688106,"RodgersRowland",117.5,18.2,0.975,"in silico"
"110","Diclofenac","15307-86-5","hep",0.375,1,1,"default",NA,0.012,0.0237154150197628,"in vitro","literature","https://www.sciencedirect.com/science/article/pii/S1056871910000626?casa_token=QvwtLwyxUeQAAAAA:HFas8YBwovBT9a3R8xpjAP3bEJ2srOE19nEC6KlKwNldgT9xMGHimkHjJ4zBsQyZEjQO3JXnkBE","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0307012490551397,0.0486278569432444,0.0291247663328693,0.0723065988684332,0.0756634092585074,0.0602382475763691,0.0419856086511336,0.0898904122099755,0.0309501751222712,0.119278105761583,0.0448595499768374,"RodgersRowland",117.5,18.2,0.975,"in silico"
"111","Diclofenac","15307-86-5","hep",0.5,1,1,"default",NA,0.005,0.00995024875621891,"in vitro","httk","Obach 1999","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0241668887143559,0.043475283810803,0.0232778841458987,0.0668053587952799,0.067971893023633,0.0552770495999402,0.0374577656106003,0.0866673331331929,0.0277526594216617,0.114001095334589,0.0412087456055998,"RodgersRowland",117.5,45,0.967,"in silico"
"112","Diclofenac","15307-86-5","hep",0.5,1,1,"default",NA,0.003,0.00598205383848455,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0222999286169891,0.0420031200586768,0.0216073463781929,0.0652335759172361,0.0657743169565261,0.0538595644638177,0.0361640961704479,0.0857464533969692,0.0268390835072019,0.112493378069734,0.0401656586423891,"RodgersRowland",117.5,45,0.967,"in silico"
"113","Diclofenac","15307-86-5","hep",0.5,1,1,"default",NA,0.007,0.0139026812313803,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0260338488117227,0.0449474475629291,0.0249484219136046,0.0683771416733237,0.07016946909074,0.0566945347360628,0.0387514350507527,0.0875882128694165,0.0286662353361216,0.115508812599445,0.0422518325688106,"RodgersRowland",117.5,45,0.967,"in silico"
"114","Diclofenac","15307-86-5","hep",0.5,1,1,"default",NA,0.0015,0.00299550673989016,"in vitro","this work","this work","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.020899708543964,0.0408989972445822,0.0203544430524135,0.0640547387587033,0.0641261349061958,0.0527964506117258,0.0351938440903337,0.0850557935948015,0.026153901571357,0.111362590121092,0.0393833434199811,"RodgersRowland",117.5,45,0.967,"in silico"
"115","Diclofenac","15307-86-5","hep",0.5,1,1,"default",NA,0.0154,0.0303328737443372,"in vitro","this work","this work","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0338750812206632,0.0511305353218588,0.0319646805379692,0.0749786297611076,0.0793992885725893,0.0626479723077773,0.0441848466993927,0.0914559077615557,0.032503254176853,0.121841225111837,0.0466327978142956,"RodgersRowland",117.5,45,0.967,"in silico"
"116","Diclofenac","15307-86-5","hep",0.5,1,1,"default",NA,0.0038,0.00757122932855151,"in vitro","literature","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4844798/      https://onlinelibrary.wiley.com/doi/full/10.1002/bdd.2160?sid=worldcat.org","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0230467126559358,0.0425919855595273,0.0222755614852752,0.0658622890684536,0.0666533473833689,0.0544265585182667,0.0366815639465089,0.0861148052914587,0.0272045138729858,0.113096464975676,0.0405828934276734,"RodgersRowland",117.5,45,0.967,"in silico"
"117","Diclofenac","15307-86-5","hep",0.5,1,1,"default",NA,0.0043,0.00856317833316738,"in vitro","literature","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4844798/      https://onlinelibrary.wiley.com/doi/full/10.1002/bdd.2160?sid=worldcat.org","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0235134526802775,0.0429600264975588,0.0226931959272017,0.0662552347879646,0.0672027414001456,0.0547809298022974,0.037004981306547,0.0863450252255146,0.0274329078516008,0.11347339429189,0.0408436651684761,"RodgersRowland",117.5,45,0.967,"in silico"
"118","Diclofenac","15307-86-5","hep",0.5,1,1,"default",NA,0.007,0.0139026812313803,"in vitro","literature","https://www-sciencedirect-com.ezproxy.library.wur.nl/science/article/pii/S0022354920305104","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0260338488117227,0.0449474475629291,0.0249484219136046,0.0683771416733237,0.07016946909074,0.0566945347360628,0.0387514350507527,0.0875882128694165,0.0286662353361216,0.115508812599445,0.0422518325688106,"RodgersRowland",117.5,45,0.967,"in silico"
"119","Diclofenac","15307-86-5","hep",0.5,1,1,"default",NA,0.012,0.0237154150197628,"in vitro","literature","https://www.sciencedirect.com/science/article/pii/S1056871910000626?casa_token=QvwtLwyxUeQAAAAA:HFas8YBwovBT9a3R8xpjAP3bEJ2srOE19nEC6KlKwNldgT9xMGHimkHjJ4zBsQyZEjQO3JXnkBE","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0307012490551397,0.0486278569432444,0.0291247663328693,0.0723065988684332,0.0756634092585074,0.0602382475763691,0.0419856086511336,0.0898904122099755,0.0309501751222712,0.119278105761583,0.0448595499768374,"RodgersRowland",117.5,45,0.967,"in silico"
"120","Diclofenac","15307-86-5","hep",1,1,1,"default",NA,0.005,0.00995024875621891,"in vitro","httk","Obach 1999","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0241668887143559,0.043475283810803,0.0232778841458987,0.0668053587952799,0.067971893023633,0.0552770495999402,0.0374577656106003,0.0866673331331929,0.0277526594216617,0.114001095334589,0.0412087456055998,"RodgersRowland",117.5,18.7,0.937,"in silico"
"121","Diclofenac","15307-86-5","hep",1,1,1,"default",NA,0.003,0.00598205383848455,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0222999286169891,0.0420031200586768,0.0216073463781929,0.0652335759172361,0.0657743169565261,0.0538595644638177,0.0361640961704479,0.0857464533969692,0.0268390835072019,0.112493378069734,0.0401656586423891,"RodgersRowland",117.5,18.7,0.937,"in silico"
"122","Diclofenac","15307-86-5","hep",1,1,1,"default",NA,0.007,0.0139026812313803,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0260338488117227,0.0449474475629291,0.0249484219136046,0.0683771416733237,0.07016946909074,0.0566945347360628,0.0387514350507527,0.0875882128694165,0.0286662353361216,0.115508812599445,0.0422518325688106,"RodgersRowland",117.5,18.7,0.937,"in silico"
"123","Diclofenac","15307-86-5","hep",1,1,1,"default",NA,0.0015,0.00299550673989016,"in vitro","this work","this work","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.020899708543964,0.0408989972445822,0.0203544430524135,0.0640547387587033,0.0641261349061958,0.0527964506117258,0.0351938440903337,0.0850557935948015,0.026153901571357,0.111362590121092,0.0393833434199811,"RodgersRowland",117.5,18.7,0.937,"in silico"
"124","Diclofenac","15307-86-5","hep",1,1,1,"default",NA,0.0154,0.0303328737443372,"in vitro","this work","this work","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0338750812206632,0.0511305353218588,0.0319646805379692,0.0749786297611076,0.0793992885725893,0.0626479723077773,0.0441848466993927,0.0914559077615557,0.032503254176853,0.121841225111837,0.0466327978142956,"RodgersRowland",117.5,18.7,0.937,"in silico"
"125","Diclofenac","15307-86-5","hep",1,1,1,"default",NA,0.0038,0.00757122932855151,"in vitro","literature","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4844798/      https://onlinelibrary.wiley.com/doi/full/10.1002/bdd.2160?sid=worldcat.org","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0230467126559358,0.0425919855595273,0.0222755614852752,0.0658622890684536,0.0666533473833689,0.0544265585182667,0.0366815639465089,0.0861148052914587,0.0272045138729858,0.113096464975676,0.0405828934276734,"RodgersRowland",117.5,18.7,0.937,"in silico"
"126","Diclofenac","15307-86-5","hep",1,1,1,"default",NA,0.0043,0.00856317833316738,"in vitro","literature","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4844798/      https://onlinelibrary.wiley.com/doi/full/10.1002/bdd.2160?sid=worldcat.org","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0235134526802775,0.0429600264975588,0.0226931959272017,0.0662552347879646,0.0672027414001456,0.0547809298022974,0.037004981306547,0.0863450252255146,0.0274329078516008,0.11347339429189,0.0408436651684761,"RodgersRowland",117.5,18.7,0.937,"in silico"
"127","Diclofenac","15307-86-5","hep",1,1,1,"default",NA,0.007,0.0139026812313803,"in vitro","literature","https://www-sciencedirect-com.ezproxy.library.wur.nl/science/article/pii/S0022354920305104","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0260338488117227,0.0449474475629291,0.0249484219136046,0.0683771416733237,0.07016946909074,0.0566945347360628,0.0387514350507527,0.0875882128694165,0.0286662353361216,0.115508812599445,0.0422518325688106,"RodgersRowland",117.5,18.7,0.937,"in silico"
"128","Diclofenac","15307-86-5","hep",1,1,1,"default",NA,0.012,0.0237154150197628,"in vitro","literature","https://www.sciencedirect.com/science/article/pii/S1056871910000626?casa_token=QvwtLwyxUeQAAAAA:HFas8YBwovBT9a3R8xpjAP3bEJ2srOE19nEC6KlKwNldgT9xMGHimkHjJ4zBsQyZEjQO3JXnkBE","monoproticAcid",4,NA,4.26,1.1,"ChemAxon","no",0.000397948744304876,0.999602051255695,0,2,0.0307012490551397,0.0486278569432444,0.0291247663328693,0.0723065988684332,0.0756634092585074,0.0602382475763691,0.0419856086511336,0.0898904122099755,0.0309501751222712,0.119278105761583,0.0448595499768374,"RodgersRowland",117.5,18.7,0.937,"in silico"
"129","Diltiazem","42399-41-7","hep",0.1,1,1,"default",NA,0.198,0.330550918196995,"in vitro","httk","Ito 2004","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,18.6540886838788,3.39244371421123,54.0219115360801,10.2005358882879,9.71872947101985,10.9950385915469,7.63873937572233,3.99431660085608,5.50760301768002,37.0522495184374,5.5482844959292,"RodgersRowland",117.5,4.65,0.978,"in silico"
"130","Diltiazem","42399-41-7","hep",0.1,1,1,"default",NA,0.417,0.588567395906845,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,14.6895556655869,4.20772661361508,39.5416179720813,8.63372294619193,9.12420422475759,8.94864726977131,6.61593449917172,3.27258330166143,4.62405280284398,27.2982049078661,4.67301839344137,"RodgersRowland",117.5,4.65,0.978,"in silico"
"131","Diltiazem","42399-41-7","hep",0.1,1,1,"default",NA,0.298,0.459167950693374,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,16.8437996344304,3.76471901074267,47.4099053424734,9.48509618870071,9.4472567558316,10.0606133304621,7.17170518551657,3.66475801674894,5.1041554309969,32.5983478697747,5.14861960894846,"RodgersRowland",117.5,4.65,0.978,"in silico"
"132","Diltiazem","42399-41-7","hep",0.1,1,1,"default",NA,0.3644,0.534154206977426,"in vitro","literature","https://onlinelibrary-wiley-com.ezproxy.library.wur.nl/doi/full/10.1002/jps.24119?sid=worldcat.org","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,15.6417677055967,4.01190980763954,43.0195332299185,9.0100442281748,9.2669988729466,9.44015495710187,6.86159448321995,3.44593111690179,4.8362662334393,29.6409571750627,4.88324212399324,"RodgersRowland",117.5,4.65,0.978,"in silico"
"133","Diltiazem","42399-41-7","hep",0.1,1,1,"default",NA,0.572,0.727735368956743,"in vitro","literature","https://onlinelibrary-wiley-com.ezproxy.library.wur.nl/doi/full/10.1002/jps.24119?sid=worldcat.org","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,11.8836076389419,4.7847533232388,29.2930083719909,7.52479141183176,8.7034215162158,7.50028811508999,5.89203150435279,2.76176749629536,3.99870904348514,20.3946573524389,4.05353781862121,"RodgersRowland",117.5,4.65,0.978,"in silico"
"134","Diltiazem","42399-41-7","hep",0.5,1,1,"default",NA,0.198,0.330550918196995,"in vitro","httk","Ito 2004","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,18.6540886838788,3.39244371421123,54.0219115360801,10.2005358882879,9.71872947101985,10.9950385915469,7.63873937572233,3.99431660085608,5.50760301768002,37.0522495184374,5.5482844959292,"RodgersRowland",117.5,15,0.899,"in silico"
"135","Diltiazem","42399-41-7","hep",0.5,1,1,"default",NA,0.417,0.588567395906845,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,14.6895556655869,4.20772661361508,39.5416179720813,8.63372294619193,9.12420422475759,8.94864726977131,6.61593449917172,3.27258330166143,4.62405280284398,27.2982049078661,4.67301839344137,"RodgersRowland",117.5,15,0.899,"in silico"
"136","Diltiazem","42399-41-7","hep",0.5,1,1,"default",NA,0.298,0.459167950693374,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,16.8437996344304,3.76471901074267,47.4099053424734,9.48509618870071,9.4472567558316,10.0606133304621,7.17170518551657,3.66475801674894,5.1041554309969,32.5983478697747,5.14861960894846,"RodgersRowland",117.5,15,0.899,"in silico"
"137","Diltiazem","42399-41-7","hep",0.5,1,1,"default",NA,0.3644,0.534154206977426,"in vitro","literature","https://onlinelibrary-wiley-com.ezproxy.library.wur.nl/doi/full/10.1002/jps.24119?sid=worldcat.org","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,15.6417677055967,4.01190980763954,43.0195332299185,9.0100442281748,9.2669988729466,9.44015495710187,6.86159448321995,3.44593111690179,4.8362662334393,29.6409571750627,4.88324212399324,"RodgersRowland",117.5,15,0.899,"in silico"
"138","Diltiazem","42399-41-7","hep",0.5,1,1,"default",NA,0.572,0.727735368956743,"in vitro","literature","https://onlinelibrary-wiley-com.ezproxy.library.wur.nl/doi/full/10.1002/jps.24119?sid=worldcat.org","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,11.8836076389419,4.7847533232388,29.2930083719909,7.52479141183176,8.7034215162158,7.50028811508999,5.89203150435279,2.76176749629536,3.99870904348514,20.3946573524389,4.05353781862121,"RodgersRowland",117.5,15,0.899,"in silico"
"139","Diltiazem","42399-41-7","hep",1,1,1,"default",NA,0.198,0.330550918196995,"in vitro","httk","Ito 2004","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,18.6540886838788,3.39244371421123,54.0219115360801,10.2005358882879,9.71872947101985,10.9950385915469,7.63873937572233,3.99431660085608,5.50760301768002,37.0522495184374,5.5482844959292,"RodgersRowland",117.5,6.85,0.817,"in silico"
"140","Diltiazem","42399-41-7","hep",1,1,1,"default",NA,0.417,0.588567395906845,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,14.6895556655869,4.20772661361508,39.5416179720813,8.63372294619193,9.12420422475759,8.94864726977131,6.61593449917172,3.27258330166143,4.62405280284398,27.2982049078661,4.67301839344137,"RodgersRowland",117.5,6.85,0.817,"in silico"
"141","Diltiazem","42399-41-7","hep",1,1,1,"default",NA,0.298,0.459167950693374,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,16.8437996344304,3.76471901074267,47.4099053424734,9.48509618870071,9.4472567558316,10.0606133304621,7.17170518551657,3.66475801674894,5.1041554309969,32.5983478697747,5.14861960894846,"RodgersRowland",117.5,6.85,0.817,"in silico"
"142","Diltiazem","42399-41-7","hep",1,1,1,"default",NA,0.3644,0.534154206977426,"in vitro","literature","https://onlinelibrary-wiley-com.ezproxy.library.wur.nl/doi/full/10.1002/jps.24119?sid=worldcat.org","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,15.6417677055967,4.01190980763954,43.0195332299185,9.0100442281748,9.2669988729466,9.44015495710187,6.86159448321995,3.44593111690179,4.8362662334393,29.6409571750627,4.88324212399324,"RodgersRowland",117.5,6.85,0.817,"in silico"
"143","Diltiazem","42399-41-7","hep",1,1,1,"default",NA,0.572,0.727735368956743,"in vitro","literature","https://onlinelibrary-wiley-com.ezproxy.library.wur.nl/doi/full/10.1002/jps.24119?sid=worldcat.org","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,11.8836076389419,4.7847533232388,29.2930083719909,7.52479141183176,8.7034215162158,7.50028811508999,5.89203150435279,2.76176749629536,3.99870904348514,20.3946573524389,4.05353781862121,"RodgersRowland",117.5,6.85,0.817,"in silico"
"144","Diltiazem","42399-41-7","hep",1.5,1,1,"default",NA,0.198,0.330550918196995,"in vitro","httk","Ito 2004","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,18.6540886838788,3.39244371421123,54.0219115360801,10.2005358882879,9.71872947101985,10.9950385915469,7.63873937572233,3.99431660085608,5.50760301768002,37.0522495184374,5.5482844959292,"RodgersRowland",117.5,1.62,0.749,"in silico"
"145","Diltiazem","42399-41-7","hep",1.5,1,1,"default",NA,0.417,0.588567395906845,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,14.6895556655869,4.20772661361508,39.5416179720813,8.63372294619193,9.12420422475759,8.94864726977131,6.61593449917172,3.27258330166143,4.62405280284398,27.2982049078661,4.67301839344137,"RodgersRowland",117.5,1.62,0.749,"in silico"
"146","Diltiazem","42399-41-7","hep",1.5,1,1,"default",NA,0.298,0.459167950693374,"in vitro","literature","Control and Measurement of Plasma pH in Equilibrium Dialysis: Influence on Drug Plasma Protein Binding ","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,16.8437996344304,3.76471901074267,47.4099053424734,9.48509618870071,9.4472567558316,10.0606133304621,7.17170518551657,3.66475801674894,5.1041554309969,32.5983478697747,5.14861960894846,"RodgersRowland",117.5,1.62,0.749,"in silico"
"147","Diltiazem","42399-41-7","hep",1.5,1,1,"default",NA,0.3644,0.534154206977426,"in vitro","literature","https://onlinelibrary-wiley-com.ezproxy.library.wur.nl/doi/full/10.1002/jps.24119?sid=worldcat.org","zwitterionic",12.86,8.18,2.73,1.89,"ChemAxon","no",0.142336611198225,3.4673564819343e-06,0.857663318553857,6,15.6417677055967,4.01190980763954,43.0195332299185,9.0100442281748,9.2669988729466,9.44015495710187,6.86159448321995,3.44593111690179,4.8362662334393,29.6409571750627,4.88324212399324,"RodgersRowland",117.5,1.62,0.749,"in silico"
